id,split,source_entry,publish_date,Q_refined,category,subcategory,predication,department,keywords,content_keywords,related_law,bucket_key,cluster_text_norm,cluster_id,cluster_size,is_cluster_representative,importance,urgency,priority_type,cap_reason,evidence_tags,risk_evidence,counter_evidence,confidence,needs_review,trainable,validation_flags,reason,model,label_source
B144377-4,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2021-04-25,장애인 전용구역에 불법주정차 차량을 신고합니다. 단속하여주세요.,자동차,불법주정차,요청/개선,가정복지과,장애인 전용구역,장애인전용구역,,자동차|불법주정차|요청개선|장애인전용구역,장애인 전용구역에 불법주정차 차량을 신고합니다 단속하여주세요,C00355194,220,False,4,3,ACCESSIBILITY_ENFORCEMENT,ACCESSIBILITY_PUBLIC_INTEREST,VULNERABLE_ACCESS|ILLEGAL_PARKING,불법 주정차|불법주정차|장애인,,0.86,false,true,,장애인 주차구역 침해는 취약계층 이용권과 공익성이 있어 일반 단속 요청보다 높게 둡니다.,rubric_rules_v3,row_rule_v3
B38255-2,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2020-12-06,창원시 진해구 #@주소# 불법으로 횡단보도에 불법주정차 차량들때문에 건널목을 건널때 사고가 날거 같아요. 불법주차된 차들을 견인조치나 과태료 부탁드립니다.,자동차,불법주정차,요청/개선,경제교통과,창원시|진해구|횡단보도|불법주정차,불법주정차|횡단보도,,자동차|불법주정차|요청개선|불법주정차|횡단보도,창원시 진해구 불법으로 횡단보도에 불법주정차 차량들때문에 건널목을 건널때 사고가 날거 같아요 불법주차된 차들을 견인조치나 과태료 부탁드립니다,C00308813,459,False,4,4,TRAFFIC_SAFETY,PUBLIC_SAFETY_ENFORCEMENT,TRAFFIC_SAFETY|ILLEGAL_PARKING,보도|차량|횡단보도,,0.84,false,true,,횡단보도·버스정류장·어린이보호구역 등의 불법주정차는 공공 교통안전 위험으로 둡니다.,rubric_rules_v3,row_rule_v3
B143757-2,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2017-04-17,마산합포구 #@주소# 장애인 전용 주차구역에 장애인 주차표지 없이 불법 주차를 한 차량을 신고합니다.,자동차,불법주정차,요청/개선,사회복지과,,,,자동차|불법주정차|요청개선|__no_keyword__,마산합포구 장애인 전용 주차구역에 장애인 주차표지 없이 불법 주차를 한 차량을 신고합니다,C00297104,1,True,4,3,ACCESSIBILITY_ENFORCEMENT,ACCESSIBILITY_PUBLIC_INTEREST,VULNERABLE_ACCESS|ILLEGAL_PARKING,불법 주차|불법주차|장애인|장애인 주차,,0.86,false,true,,장애인 주차구역 침해는 취약계층 이용권과 공익성이 있어 일반 단속 요청보다 높게 둡니다.,rubric_rules_v3,row_rule_v3
B61948-1,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2020-12-12,횡단보도에 불법주정차 자동차를 신고해요. 불법주차 차량들로 사람들이 도로를 건널때 사고의 위험이 있습니다.,자동차,주차단속,요청/개선,경제교통과,횡단보도,횡단보도,,자동차|주차단속|요청개선|횡단보도,횡단보도에 불법주정차 자동차를 신고해요 불법주차 차량들로 사람들이 도로를 건널때 사고의 위험이 있습니다,C00334985,95,False,4,4,TRAFFIC_SAFETY,PUBLIC_SAFETY_ENFORCEMENT,TRAFFIC_SAFETY|ILLEGAL_PARKING,도로|보도|차량|횡단보도,,0.84,false,true,,횡단보도·버스정류장·어린이보호구역 등의 불법주정차는 공공 교통안전 위험으로 둡니다.,rubric_rules_v3,row_rule_v3
B85654-4,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2021-06-04,청안동 장애인전용구역의 불법주정차 행위에 대해 조치를 부탁합니다.,자동차,불법주정차,요청/개선,가정복지과,청안동|장애인전용구역,장애인전용구역,,자동차|불법주정차|요청개선|장애인전용구역,청안동 장애인전용구역의 불법주정차 행위에 대해 조치를 부탁합니다,C00355148,1,True,4,3,ACCESSIBILITY_ENFORCEMENT,ACCESSIBILITY_PUBLIC_INTEREST,VULNERABLE_ACCESS|ILLEGAL_PARKING,불법 주정차|불법주정차|장애인,,0.86,false,true,,장애인 주차구역 침해는 취약계층 이용권과 공익성이 있어 일반 단속 요청보다 높게 둡니다.,rubric_rules_v3,row_rule_v3
B112769-2,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2019-03-04,장애인 주차구역에 불법주정차 차량을 신고합니다. 단속하여주세요.,자동차,불법주정차,요청/개선,가정복지과,장애인 주차구역,장애인주차구역,,자동차|불법주정차|요청개선|장애인주차구역,장애인 주차구역에 불법주정차 차량을 신고합니다 단속하여주세요,C00342047,63,False,4,3,ACCESSIBILITY_ENFORCEMENT,ACCESSIBILITY_PUBLIC_INTEREST,VULNERABLE_ACCESS|ILLEGAL_PARKING,불법 주정차|불법주정차|장애인|장애인 주차|장애인 주차구역|장애인주차구역,,0.86,false,true,,장애인 주차구역 침해는 취약계층 이용권과 공익성이 있어 일반 단속 요청보다 높게 둡니다.,rubric_rules_v3,row_rule_v3
B145537-0,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2021-07-12,불법주정차 차량이 장애인 전용구역에 있습니다. 빨리 처리하여주세요.,자동차,불법주정차,요청/개선,가정복지과,장애인 전용구역,장애인전용구역,,자동차|불법주정차|요청개선|장애인전용구역,불법주정차 차량이 장애인 전용구역에 있습니다 빨리 처리하여주세요,C00355193,243,False,4,3,ACCESSIBILITY_ENFORCEMENT,ACCESSIBILITY_PUBLIC_INTEREST,VULNERABLE_ACCESS|ILLEGAL_PARKING,불법 주정차|불법주정차|장애인,,0.86,false,true,,장애인 주차구역 침해는 취약계층 이용권과 공익성이 있어 일반 단속 요청보다 높게 둡니다.,rubric_rules_v3,row_rule_v3
B146286-3,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2020-11-21,"창원시 성산구 #@주소# 장애인전용주차구역에 장애인 주차표지 없는 차량이 주차되어 있어, 불법 주정차로 신고하오니 과태료 부과 바랍니다.",자동차,불법주정차,요청/개선,가정복지과,창원시,,,자동차|불법주정차|요청개선|__no_keyword__,창원시 성산구 장애인전용주차구역에 장애인 주차표지 없는 차량이 주차되어 있어 불법 주정차로 신고하오니 과태료 부과 바랍니다,C00298011,1,True,4,3,ACCESSIBILITY_ENFORCEMENT,ACCESSIBILITY_PUBLIC_INTEREST,VULNERABLE_ACCESS|ILLEGAL_PARKING,불법 주정차|불법주정차|장애인|장애인 주차,,0.86,false,true,,장애인 주차구역 침해는 취약계층 이용권과 공익성이 있어 일반 단속 요청보다 높게 둡니다.,rubric_rules_v3,row_rule_v3
B137681-0,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2016-05-27,불법주정차 차량이 장애인 주차구역에 있습니다. 빨리 처리하여주세요.,자동차,불법주정차,요청/개선,사회복지과,장애인 주차구역,장애인주차구역,,자동차|불법주정차|요청개선|장애인주차구역,불법주정차 차량이 장애인 주차구역에 있습니다 빨리 처리하여주세요,C00342045,57,False,4,3,ACCESSIBILITY_ENFORCEMENT,ACCESSIBILITY_PUBLIC_INTEREST,VULNERABLE_ACCESS|ILLEGAL_PARKING,불법 주정차|불법주정차|장애인|장애인 주차|장애인 주차구역|장애인주차구역,,0.86,false,true,,장애인 주차구역 침해는 취약계층 이용권과 공익성이 있어 일반 단속 요청보다 높게 둡니다.,rubric_rules_v3,row_rule_v3
B59561-3,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2020-11-01,장애인전용구역에 불법주정차된 차량을 신고합니다.,자동차,불법주정차,요청/개선,자치행정과,장애인전용구역|불법주정차,불법주정차|장애인전용구역,,자동차|불법주정차|요청개선|불법주정차|장애인전용구역,장애인전용구역에 불법주정차된 차량을 신고합니다,C00354350,3,False,4,3,ACCESSIBILITY_ENFORCEMENT,ACCESSIBILITY_PUBLIC_INTEREST,VULNERABLE_ACCESS|ILLEGAL_PARKING,불법 주정차|불법주정차|장애인,,0.86,false,true,,장애인 주차구역 침해는 취약계층 이용권과 공익성이 있어 일반 단속 요청보다 높게 둡니다.,rubric_rules_v3,row_rule_v3
B49565-4,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2020-11-04,진해구 횡단보도에 불법주정차되어 있는 차량들로 인해 사고가 날거 같아요. 사람들이 건널목에는 불법으로 불법주차를 하지 못하도록 계도 부탁드려요.,자동차,불법주정차,요청/개선,경제교통과,진해구|횡단보도|차량,차량|횡단보도,,자동차|불법주정차|요청개선|차량|횡단보도,진해구 횡단보도에 불법주정차되어 있는 차량들로 인해 사고가 날거 같아요 사람들이 건널목에는 불법으로 불법주차를 하지 못하도록 계도 부탁드려요,C00329091,244,False,4,4,TRAFFIC_SAFETY,PUBLIC_SAFETY_ENFORCEMENT,TRAFFIC_SAFETY|ILLEGAL_PARKING,보도|차량|횡단보도,,0.84,false,true,,횡단보도·버스정류장·어린이보호구역 등의 불법주정차는 공공 교통안전 위험으로 둡니다.,rubric_rules_v3,row_rule_v3
B115230-1,validation,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_36889.json,2021-05-06,창원시 어린이 보호구역 불법 주정차 신고하니 단속하여 과태료 처분 바랍니다.,자동차,불법주정차,요청/개선,경제교통과,창원시|어린이 보호구역|불법 주정차,불법주정차|어린이보호구역,,자동차|불법주정차|요청개선|불법주정차|어린이보호구역,창원시 어린이 보호구역 불법 주정차 신고하니 단속하여 과태료 처분 바랍니다,C00343224,1,True,4,4,TRAFFIC_SAFETY,PUBLIC_SAFETY_ENFORCEMENT,TRAFFIC_SAFETY|ILLEGAL_PARKING,어린이|어린이보호구역,,0.84,false,true,,횡단보도·버스정류장·어린이보호구역 등의 불법주정차는 공공 교통안전 위험으로 둡니다.,rubric_rules_v3,row_rule_v3
B119405-3,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2021-06-13,버스정류소에 불법주정차하고 있는 차들로 인해 언제든지 사고의 위험이 있습니다. 버스정류장에 있는 불법주차 차량들을 처리해 주세요.,자동차,불법주정차,요청/개선,경제교통과,버스정류소,버스정류소,,자동차|불법주정차|요청개선|버스정류소,버스정류소에 불법주정차하고 있는 차들로 인해 언제든지 사고의 위험이 있습니다 버스정류장에 있는 불법주차 차량들을 처리해 주세요,C00338725,224,False,4,4,TRAFFIC_SAFETY,PUBLIC_SAFETY_ENFORCEMENT,TRAFFIC_SAFETY|ILLEGAL_PARKING,버스정류장|차량,,0.84,false,true,,횡단보도·버스정류장·어린이보호구역 등의 불법주정차는 공공 교통안전 위험으로 둡니다.,rubric_rules_v3,row_rule_v3
B144112-1,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2017-10-21,10/21 저녁 6시 31분 장애인주차구역에 장애인 주차표지 없이 불법 주정차를 하여 신고합니다. 진해 #@주소# 확인 후 과태료 부과 바랍니다.,자동차,기타,요청/개선,사회복지과,진해,,,자동차|기타|요청개선|__no_keyword__,10 21 저녁 6시 31분 장애인주차구역에 장애인 주차표지 없이 불법 주정차를 하여 신고합니다 진해 확인 후 과태료 부과 바랍니다,C00279223,1,True,4,3,ACCESSIBILITY_ENFORCEMENT,ACCESSIBILITY_PUBLIC_INTEREST,VULNERABLE_ACCESS|ILLEGAL_PARKING,불법 주정차|불법주정차|장애인|장애인 주차|장애인 주차구역|장애인주차구역,,0.86,false,true,,장애인 주차구역 침해는 취약계층 이용권과 공익성이 있어 일반 단속 요청보다 높게 둡니다.,rubric_rules_v3,row_rule_v3
B141695-3,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2020-11-03,용동 버스정류소에 불법주정차하고 있는 차들로 인해 언제든지 사고의 위험이 있습니다. 버스정류장에 있는 불법주차 차량들을 처리해 주세요.,자동차,불법주정차,요청/개선,경제교통과,용동,,,자동차|불법주정차|요청개선|__no_keyword__,용동 버스정류소에 불법주정차하고 있는 차들로 인해 언제든지 사고의 위험이 있습니다 버스정류장에 있는 불법주차 차량들을 처리해 주세요,C00302058,297,False,4,4,TRAFFIC_SAFETY,PUBLIC_SAFETY_ENFORCEMENT,TRAFFIC_SAFETY|ILLEGAL_PARKING,버스정류장|차량,,0.84,false,true,,횡단보도·버스정류장·어린이보호구역 등의 불법주정차는 공공 교통안전 위험으로 둡니다.,rubric_rules_v3,row_rule_v3
B144919-4,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2020-11-06,창원시의 성산구 #@주소# 장애인전용구역에 불법주차하고 있는 자동차들로 인해 장애인 주차구역을 장애우들이 장애인전용 주차장을 제대로 사용을 못하고 있습니다. 사람들이 장애인전용구역에 불법주정차 하지 못하도록 계도 부탁드려요.,자동차,불법주정차,요청/개선,가정복지과,창원시,,,자동차|불법주정차|요청개선|__no_keyword__,창원시의 성산구 장애인전용구역에 불법주차하고 있는 자동차들로 인해 장애인 주차구역을 장애우들이 장애인전용 주차장을 제대로 사용을 못하고 있습니다 사람들이 장애인전용구역에 불법주정차 하지 못하도록 계도 부탁드려요,C00301769,857,False,4,3,ACCESSIBILITY_ENFORCEMENT,ACCESSIBILITY_PUBLIC_INTEREST,VULNERABLE_ACCESS|ILLEGAL_PARKING,불법 주정차|불법 주차|불법주정차|불법주차|장애인|장애인 주차|장애인 주차구역|장애인주차구역,,0.86,false,true,,장애인 주차구역 침해는 취약계층 이용권과 공익성이 있어 일반 단속 요청보다 높게 둡니다.,rubric_rules_v3,row_rule_v3
B79228-2,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2021-05-22,횡단보도에 불법 주정차하는 차량을 너무 위험해서 신고합니다. 빠른 조치를 바랍니다.,자동차,불법주정차,요청/개선,경제교통과,횡단보도|불법 주정차|차량,불법주정차|차량|횡단보도,,자동차|불법주정차|요청개선|불법주정차|차량|횡단보도,횡단보도에 불법 주정차하는 차량을 너무 위험해서 신고합니다 빠른 조치를 바랍니다,C00341627,71,False,4,4,TRAFFIC_SAFETY,PUBLIC_SAFETY_ENFORCEMENT,TRAFFIC_SAFETY|ILLEGAL_PARKING,보도|차량|횡단보도,,0.84,false,true,,횡단보도·버스정류장·어린이보호구역 등의 불법주정차는 공공 교통안전 위험으로 둡니다.,rubric_rules_v3,row_rule_v3
B143617-4,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2020-11-24,마산회원구 #@주소# 장애인전용구역 불법 주정차 신고입니다.,자동차,불법주정차,요청/개선,가정복지과,마산회원구,,,자동차|불법주정차|요청개선|__no_keyword__,마산회원구 장애인전용구역 불법 주정차 신고입니다,C00285731,2068,False,4,3,ACCESSIBILITY_ENFORCEMENT,ACCESSIBILITY_PUBLIC_INTEREST,VULNERABLE_ACCESS|ILLEGAL_PARKING,불법 주정차|불법주정차|장애인,,0.86,false,true,,장애인 주차구역 침해는 취약계층 이용권과 공익성이 있어 일반 단속 요청보다 높게 둡니다.,rubric_rules_v3,row_rule_v3
B48965-2,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2021-01-04,#@주소# 불법으로 횡단보도에 불법주정차 차량들때문에 건널목을 건널때 사고가 날거 같아요. 불법주차된 차들을 견인조치나 과태료 부탁드립니다.,자동차,불법주정차,요청/개선,경제교통과,횡단보도,횡단보도,,자동차|불법주정차|요청개선|횡단보도,불법으로 횡단보도에 불법주정차 차량들때문에 건널목을 건널때 사고가 날거 같아요 불법주차된 차들을 견인조치나 과태료 부탁드립니다,C00320224,1009,False,4,4,TRAFFIC_SAFETY,PUBLIC_SAFETY_ENFORCEMENT,TRAFFIC_SAFETY|ILLEGAL_PARKING,보도|차량|횡단보도,,0.84,false,true,,횡단보도·버스정류장·어린이보호구역 등의 불법주정차는 공공 교통안전 위험으로 둡니다.,rubric_rules_v3,row_rule_v3
B69059-2,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2021-03-17,마산회원구 #@주소# 불법으로 횡단보도에 불법주정차 차량들때문에 건널목을 건널때 사고가 날거 같아요. 불법주차된 차들을 견인조치나 과태료 부탁드립니다.,자동차,불법주정차,요청/개선,경제교통과,마산회원구|횡단보도,횡단보도,,자동차|불법주정차|요청개선|횡단보도,마산회원구 불법으로 횡단보도에 불법주정차 차량들때문에 건널목을 건널때 사고가 날거 같아요 불법주차된 차들을 견인조치나 과태료 부탁드립니다,C00320224,1009,False,4,4,TRAFFIC_SAFETY,PUBLIC_SAFETY_ENFORCEMENT,TRAFFIC_SAFETY|ILLEGAL_PARKING,보도|차량|횡단보도,,0.84,false,true,,횡단보도·버스정류장·어린이보호구역 등의 불법주정차는 공공 교통안전 위험으로 둡니다.,rubric_rules_v3,row_rule_v3
B64389-1,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2020-06-28,횡단보도에 불법주정차 자동차를 신고해요. 불법주차 차량들로 사람들이 도로를 건널때 사고의 위험이 있습니다.,자동차,불법주정차,요청/개선,경제교통과,횡단보도,횡단보도,,자동차|불법주정차|요청개선|횡단보도,횡단보도에 불법주정차 자동차를 신고해요 불법주차 차량들로 사람들이 도로를 건널때 사고의 위험이 있습니다,C00320229,1108,False,4,4,TRAFFIC_SAFETY,PUBLIC_SAFETY_ENFORCEMENT,TRAFFIC_SAFETY|ILLEGAL_PARKING,도로|보도|차량|횡단보도,,0.84,false,true,,횡단보도·버스정류장·어린이보호구역 등의 불법주정차는 공공 교통안전 위험으로 둡니다.,rubric_rules_v3,row_rule_v3
B52407-3,train,Ω╡Éφå╡/Ω╡Éφå╡_85465.json,2020-08-05,대죽동 #@주소# 버스정류소에 불법주정차하고 있는 차들로 인해 언제든지 사고의 위험이 있습니다. 버스정류장에 있는 불법주차 차량들을 처리해 주세요.,교통,기타,요청/개선,경제교통과,대죽동|버스정류소,버스정류소,,교통|기타|요청개선|버스정류소,대죽동 버스정류소에 불법주정차하고 있는 차들로 인해 언제든지 사고의 위험이 있습니다 버스정류장에 있는 불법주차 차량들을 처리해 주세요,C00030742,61,False,4,4,TRAFFIC_SAFETY,PUBLIC_SAFETY_ENFORCEMENT,TRAFFIC_SAFETY|ILLEGAL_PARKING,버스정류장|차량,,0.84,false,true,,횡단보도·버스정류장·어린이보호구역 등의 불법주정차는 공공 교통안전 위험으로 둡니다.,rubric_rules_v3,row_rule_v3
B143138-2,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2021-05-14,경상남도 창원시의 마산회원구 #@주소#의 장애인 전용구역에 불법 주정차 차량이 있습니다. 단속을 부탁합니다.,자동차,불법주정차,요청/개선,가정복지과,경상남도,,,자동차|불법주정차|요청개선|__no_keyword__,경상남도 창원시의 마산회원구 의 장애인 전용구역에 불법 주정차 차량이 있습니다 단속을 부탁합니다,C00304206,841,False,4,3,ACCESSIBILITY_ENFORCEMENT,ACCESSIBILITY_PUBLIC_INTEREST,VULNERABLE_ACCESS|ILLEGAL_PARKING,불법 주정차|불법주정차|장애인,,0.86,false,true,,장애인 주차구역 침해는 취약계층 이용권과 공익성이 있어 일반 단속 요청보다 높게 둡니다.,rubric_rules_v3,row_rule_v3
B143367-4,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2021-06-25,마산회원구 장애인 전용구역 불법 주정차 신고합니다. 조치해 주십시요.,자동차,불법주정차,요청/개선,가정복지과,마산회원구,,,자동차|불법주정차|요청개선|__no_keyword__,마산회원구 장애인 전용구역 불법 주정차 신고합니다 조치해 주십시요,C00300478,1051,False,4,3,ACCESSIBILITY_ENFORCEMENT,ACCESSIBILITY_PUBLIC_INTEREST,VULNERABLE_ACCESS|ILLEGAL_PARKING,불법 주정차|불법주정차|장애인,,0.86,false,true,,장애인 주차구역 침해는 취약계층 이용권과 공익성이 있어 일반 단속 요청보다 높게 둡니다.,rubric_rules_v3,row_rule_v3
B144863-3,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2020-12-17,성산구 #@주소# 장애인전용구역 불법 주정차 신고입니다. 단속하여 과태료 부과 바랍니다.,자동차,주차단속,요청/개선,가정복지과,성산구,,,자동차|주차단속|요청개선|__no_keyword__,성산구 장애인전용구역 불법 주정차 신고입니다 단속하여 과태료 부과 바랍니다,C00276055,1,True,4,3,ACCESSIBILITY_ENFORCEMENT,ACCESSIBILITY_PUBLIC_INTEREST,VULNERABLE_ACCESS|ILLEGAL_PARKING,불법 주정차|불법주정차|장애인,,0.86,false,true,,장애인 주차구역 침해는 취약계층 이용권과 공익성이 있어 일반 단속 요청보다 높게 둡니다.,rubric_rules_v3,row_rule_v3
B68392-4,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2021-03-16,마산합포구 #@주소# 횡단보도에 불법주정차되어 있는 차량들로 인해 사고가 날거 같아요. 사람들이 건널목에는 불법으로 불법주차를 하지 못하도록 계도 부탁드려요.,자동차,불법주정차,요청/개선,경제교통과,마산합포구|횡단보도,횡단보도,,자동차|불법주정차|요청개선|횡단보도,마산합포구 횡단보도에 불법주정차되어 있는 차량들로 인해 사고가 날거 같아요 사람들이 건널목에는 불법으로 불법주차를 하지 못하도록 계도 부탁드려요,C00320226,1065,False,4,4,TRAFFIC_SAFETY,PUBLIC_SAFETY_ENFORCEMENT,TRAFFIC_SAFETY|ILLEGAL_PARKING,보도|차량|횡단보도,,0.84,false,true,,횡단보도·버스정류장·어린이보호구역 등의 불법주정차는 공공 교통안전 위험으로 둡니다.,rubric_rules_v3,row_rule_v3
B132690-1,validation,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_36889.json,2020-04-08,창원시 마산합포구 #@주소# 횡단보도에 불법주정차 자동차를 신고해요. 불법주차 차량들로 사람들이 도로를 건널때 사고의 위험이 있습니다.,자동차,불법주정차,요청/개선,경제교통과,창원시,,,자동차|불법주정차|요청개선|__no_keyword__,창원시 마산합포구 횡단보도에 불법주정차 자동차를 신고해요 불법주차 차량들로 사람들이 도로를 건널때 사고의 위험이 있습니다,C00301748,524,False,4,4,TRAFFIC_SAFETY,PUBLIC_SAFETY_ENFORCEMENT,TRAFFIC_SAFETY|ILLEGAL_PARKING,도로|보도|차량|횡단보도,,0.84,false,true,,횡단보도·버스정류장·어린이보호구역 등의 불법주정차는 공공 교통안전 위험으로 둡니다.,rubric_rules_v3,row_rule_v3
B55329-1,validation,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_36889.json,2021-02-11,창원시 의창구 #@주소# 횡단보도에 불법주정차 자동차를 신고해요. 불법주차 차량들로 사람들이 도로를 건널때 사고의 위험이 있습니다.,자동차,불법주정차,요청/개선,경제교통과,창원시|의창구|횡단보도|불법주정차,불법주정차|횡단보도,,자동차|불법주정차|요청개선|불법주정차|횡단보도,창원시 의창구 횡단보도에 불법주정차 자동차를 신고해요 불법주차 차량들로 사람들이 도로를 건널때 사고의 위험이 있습니다,C00309064,475,False,4,4,TRAFFIC_SAFETY,PUBLIC_SAFETY_ENFORCEMENT,TRAFFIC_SAFETY|ILLEGAL_PARKING,도로|보도|차량|횡단보도,,0.84,false,true,,횡단보도·버스정류장·어린이보호구역 등의 불법주정차는 공공 교통안전 위험으로 둡니다.,rubric_rules_v3,row_rule_v3
B129238-2,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2021-06-07,어린이보호구역 불법 주정차를 신고합니다. 조치 바랍니다. 위치는 창원시 마산합포구 #@주소# 입니다.,자동차,불법주정차,요청/개선,경제교통과,창원시|마산합포구|어린이보호구역|불법 주정차,불법주정차|어린이보호구역,,자동차|불법주정차|요청개선|불법주정차|어린이보호구역,어린이보호구역 불법 주정차를 신고합니다 조치 바랍니다 위치는 창원시 마산합포구 입니다,C00343149,2,True,4,4,TRAFFIC_SAFETY,PUBLIC_SAFETY_ENFORCEMENT,TRAFFIC_SAFETY|ILLEGAL_PARKING,어린이|어린이보호구역,,0.84,false,true,,횡단보도·버스정류장·어린이보호구역 등의 불법주정차는 공공 교통안전 위험으로 둡니다.,rubric_rules_v3,row_rule_v3
B143368-4,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2021-03-14,장애인주차구역 불법 주정차 차량 신고입니다. 철저히 단속 바랍니다.,자동차,주차단속,요청/개선,가정복지과,장애인주차구역,장애인주차구역,,자동차|주차단속|요청개선|장애인주차구역,장애인주차구역 불법 주정차 차량 신고입니다 철저히 단속 바랍니다,C00328946,14,False,4,3,ACCESSIBILITY_ENFORCEMENT,ACCESSIBILITY_PUBLIC_INTEREST,VULNERABLE_ACCESS|ILLEGAL_PARKING,불법 주정차|불법주정차|장애인|장애인 주차|장애인 주차구역|장애인주차구역,,0.86,false,true,,장애인 주차구역 침해는 취약계층 이용권과 공익성이 있어 일반 단속 요청보다 높게 둡니다.,rubric_rules_v3,row_rule_v3
B147297-1,validation,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_36889.json,2021-03-21,경상남도 창원시 성산구 #@주소# 장애인 전용구역 불법 주정차를 신고하니 단속해 주세요.,자동차,기타,요청/개선,가정복지과,경상남도,,,자동차|기타|요청개선|__no_keyword__,경상남도 창원시 성산구 장애인 전용구역 불법 주정차를 신고하니 단속해 주세요,C00279283,4,False,4,3,ACCESSIBILITY_ENFORCEMENT,ACCESSIBILITY_PUBLIC_INTEREST,VULNERABLE_ACCESS|ILLEGAL_PARKING,불법 주정차|불법주정차|장애인,,0.86,false,true,,장애인 주차구역 침해는 취약계층 이용권과 공익성이 있어 일반 단속 요청보다 높게 둡니다.,rubric_rules_v3,row_rule_v3
B145538-2,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2021-06-09,장애인 전용구역 불법주차 차량 신고입니다. 단속 해 주십시오.,자동차,불법주정차,요청/개선,가정복지과,장애인 전용구역,장애인전용구역,,자동차|불법주정차|요청개선|장애인전용구역,장애인 전용구역 불법주차 차량 신고입니다 단속 해 주십시오,C00355186,117,False,4,3,ACCESSIBILITY_ENFORCEMENT,ACCESSIBILITY_PUBLIC_INTEREST,VULNERABLE_ACCESS|ILLEGAL_PARKING,불법 주차|불법주차|장애인,,0.86,false,true,,장애인 주차구역 침해는 취약계층 이용권과 공익성이 있어 일반 단속 요청보다 높게 둡니다.,rubric_rules_v3,row_rule_v3
B124653-2,train,∞₧ÉδÅÖ∞░¿/∞₧ÉδÅÖ∞░¿_295107.json,2021-04-05,횡단보도에 불법 주정차한 차량 때문에 골목 우회전 시 사고 위험이 있습니다. 단속해주시길 바랍니다. 위치는 창원시 성산구 대방동 대로입니다.,자동차,불법주정차,요청/개선,경제교통과,창원시,,,자동차|불법주정차|요청개선|__no_keyword__,횡단보도에 불법 주정차한 차량 때문에 골목 우회전 시 사고 위험이 있습니다 단속해주시길 바랍니다 위치는 창원시 성산구 대방동 대로입니다,C00291423,1,True,4,4,TRAFFIC_SAFETY,PUBLIC_SAFETY_ENFORCEMENT,TRAFFIC_SAFETY|ILLEGAL_PARKING,보도|우회전|차량|횡단보도,,0.84,false,true,,횡단보도·버스정류장·어린이보호구역 등의 불법주정차는 공공 교통안전 위험으로 둡니다.,rubric_rules_v3,row_rule_v3
